NaN	23.000000	29.000000	35.000000	41.000000	47.000000	53.000000	59.000000	65.000000	71.000000	77.000000	83.000000	89.000000	95.000000	101.000000	107.000000
3.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000392	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3.600000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000489	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000016	0.000994	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.400000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000303	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.800000	0.000000	0.000000	0.000000	0.000003	0.000000	0.000000	0.000000	0.000718	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.200000	0.000000	0.000061	0.000000	0.000000	0.000000	0.000000	0.000000	0.001374	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.600000	0.000000	0.000107	0.000081	0.000055	0.000000	0.000000	0.000140	0.004607	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.000000	0.000000	0.000116	0.000125	0.000087	0.000000	0.000000	0.000014	0.007377	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.400000	0.000000	0.000058	0.000087	0.000073	0.000000	0.000000	0.000000	0.003944	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.800000	0.000000	0.000058	0.000009	0.000000	0.000000	0.000000	0.000014	0.001421	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.200000	0.000000	0.000038	0.000017	0.000023	0.000000	0.000000	0.000000	0.000719	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.600000	0.000000	0.000038	0.000003	0.000017	0.000000	0.000000	0.000070	0.000674	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8.000000	0.000000	0.000035	0.000000	0.000000	0.000000	0.000000	0.000000	0.000884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8.400000	0.000000	0.000046	0.000000	0.000015	0.000000	0.000000	0.000014	0.000618	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8.800000	0.000000	0.000046	0.000015	0.000035	0.000000	0.000000	0.000000	0.000952	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
