NaN	23.000000	29.000000	35.000000	41.000000	47.000000	53.000000	59.000000	65.000000	71.000000	77.000000	83.000000	89.000000	95.000000	101.000000	107.000000
3.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3.600000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.400000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.800000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000015	0.000163	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000296	0.001065	0.000148	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.600000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000148	0.001434	0.002130	0.000518	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000044	0.002366	0.005161	0.001153	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.400000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000015	0.000946	0.002677	0.000651	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.800000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000104	0.000281	0.000562	0.000325	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000399	0.000458	0.000104	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.600000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000340	0.000399	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000089	0.000222	0.000118	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8.400000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000059	0.000207	0.000311	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8.800000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000074	0.000296	0.000104	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
